order_id;order_date;customer_id;city;customer_latitude;customer_longitude;sku;category;qty;unit_price_rp;sales_rp;weight_kg
ORD010075;23/03/2026;CUST13057;Cirebon;-6.697.043;108.558.464;SKU-A;Powder;19;25000;475000;9.5
ORD010076;21/11/2025;CUST11418;Malang;-7.980.198;112.661.136;SKU-B;Beverage;10;55000;550000;12.0
ORD010077;07/01/2026;CUST01998;Bandung;-6.946.123;107.598.063;SKU-C;Snack;15;15000;225000;3.0
ORD010078;08/03/2026;CUST01336;Bandung;-6.873.684;10.759.833;SKU-C;Snack;12;15000;180000;2.4
ORD010079;17/01/2026;CUST24622;Jakarta;-621.196;106.864.315;SKU-A;Powder;23;25000;575000;11.5
ORD010080;26/11/2025;CUST22707;Jakarta;-6.201.675;106.814.386;SKU-D;PersonalCare;9;85000;765000;13.5
ORD010081;08/02/2026;CUST08871;Jakarta;-6.237.348;106.867.759;SKU-B;Beverage;18;55000;990000;21.6
ORD010082;14/11/2025;CUST00080;Solo;-7.527.237;11.084.178;SKU-B;Beverage;9;55000;495000;10.8
ORD010083;08/02/2026;CUST10441;Bandung;-6.889.537;107.659.523;SKU-B;Beverage;10;55000;550000;12.0
ORD010084;01/02/2026;CUST09781;Malang;-7.918.906;112.591.891;SKU-D;PersonalCare;23;85000;1955000;34.5
ORD010085;19/01/2026;CUST12881;Kediri;-7.838.817;112.030.633;SKU-A;Powder;7;25000;175000;3.5
ORD010086;24/01/2026;CUST26799;Bekasi;-6.261.908;106.942.921;SKU-D;PersonalCare;23;85000;1955000;34.5
ORD010087;27/12/2025;CUST28066;Cirebon;-6.690.674;10.851.592;SKU-A;Powder;7;25000;175000;3.5
ORD010088;03/02/2026;CUST00286;Bandung;-6.922.988;10.759.196;SKU-A;Powder;13;25000;325000;6.5
ORD010089;24/11/2025;CUST23169;Surabaya;-7.246.127;112.799.512;SKU-A;Powder;17;25000;425000;8.5
ORD010090;03/04/2026;CUST29611;Jember;-8.200.669;113.673.631;SKU-B;Beverage;31;55000;1705000;37.2
ORD010091;30/12/2025;CUST13662;Serang;-6.157.437;106.105.629;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD010092;26/01/2026;CUST15187;Surabaya;-7.220.614;112.708.665;SKU-C;Snack;26;15000;390000;5.2
ORD010093;01/02/2026;CUST02016;Jember;-8.151.972;113.733.237;SKU-C;Snack;10;15000;150000;2.0
ORD010094;27/04/2026;CUST15677;Bogor;-662.801;106.851.206;SKU-B;Beverage;23;55000;1265000;27.6
ORD010095;07/04/2026;CUST08586;Semarang;-6.930.255;110.448.265;SKU-C;Snack;22;15000;330000;4.4
ORD010096;11/12/2025;CUST28453;Bandung;-689.838;107.608.327;SKU-D;PersonalCare;20;85000;1700000;30.0
ORD010097;13/02/2026;CUST19726;Jakarta;-6.244.437;106.888.936;SKU-A;Powder;19;25000;475000;9.5
ORD010098;15/11/2025;CUST18610;Semarang;-6.972.502;110.464.698;SKU-C;Snack;9;15000;135000;1.8
ORD010099;15/02/2026;CUST24809;Jakarta;-6.178.522;106.797.955;SKU-A;Powder;7;25000;175000;3.5
ORD010100;18/04/2026;CUST16381;Bandung;-687.444;107.592.645;SKU-C;Snack;20;15000;300000;4.0
ORD010101;17/12/2025;CUST17090;Jember;-8.206.933;113.691.756;SKU-C;Snack;21;15000;315000;4.2
ORD010102;03/12/2025;CUST10878;Semarang;-6.969.368;110.442.284;SKU-C;Snack;25;15000;375000;5.0
ORD010103;21/11/2025;CUST21621;Bekasi;-6.206.989;106.935.596;SKU-A;Powder;12;25000;300000;6.0
ORD010104;18/12/2025;CUST25576;Jakarta;-6.254.311;10.685.433;SKU-D;PersonalCare;29;85000;2465000;43.5
ORD010105;24/04/2026;CUST02883;Yogyakarta;-7.776.076;110.332.748;SKU-A;Powder;16;25000;400000;8.0
ORD010106;26/12/2025;CUST07398;Bogor;-6.582.328;106.822.813;SKU-B;Beverage;24;55000;1320000;28.8
ORD010107;13/01/2026;CUST24992;Malang;-792.786;112.609.421;SKU-A;Powder;21;25000;525000;10.5
ORD010108;25/04/2026;CUST21743;Semarang;-6.997.641;110.403.715;SKU-B;Beverage;7;55000;385000;8.4
ORD010109;07/04/2026;CUST21287;Cirebon;-668.505;108.600.243;SKU-A;Powder;15;25000;375000;7.5
ORD010110;21/12/2025;CUST14535;Surabaya;-7.296.665;112.720.256;SKU-C;Snack;22;15000;330000;4.4
ORD010111;28/03/2026;CUST06584;Serang;-6.081.063;106.190.309;SKU-A;Powder;18;25000;450000;9.0
ORD010112;19/03/2026;CUST00852;Bandung;-6.959.361;107.614.507;SKU-D;PersonalCare;8;85000;680000;12.0
ORD010113;30/03/2026;CUST15197;Surabaya;-7.224.093;112.769.178;SKU-A;Powder;28;25000;700000;14.0
ORD010114;02/04/2026;CUST21403;Bogor;-6.549.886;106.776.764;SKU-C;Snack;8;15000;120000;1.6
ORD010115;07/04/2026;CUST15324;Bandung;-6.867.935;107.631.029;SKU-D;PersonalCare;11;85000;935000;16.5
ORD010116;18/03/2026;CUST11605;Yogyakarta;-7.795.585;11.038.463;SKU-A;Powder;22;25000;550000;11.0
ORD010117;12/03/2026;CUST25742;Bandung;-6.953.692;107.659.083;SKU-A;Powder;36;25000;900000;18.0
ORD010118;06/01/2026;CUST13741;Cirebon;-6.687.155;108.540.948;SKU-C;Snack;18;15000;270000;3.6
ORD010119;06/03/2026;CUST04653;Bekasi;-625.753;106.998.753;SKU-C;Snack;33;15000;495000;6.6
ORD010120;04/01/2026;CUST13182;Yogyakarta;-7.799.566;110.390.214;SKU-B;Beverage;23;55000;1265000;27.6
ORD010121;11/03/2026;CUST13442;Bandung;-6.954.965;107.579.392;SKU-B;Beverage;32;55000;1760000;38.4
ORD010122;28/04/2026;CUST01429;Semarang;-6.970.053;110.436;SKU-B;Beverage;22;55000;1210000;26.4
ORD010123;03/01/2026;CUST29152;Bandung;-687.048;107.628.029;SKU-C;Snack;20;15000;300000;4.0
ORD010124;10/04/2026;CUST12366;Jakarta;-6.230.293;106.866.316;SKU-B;Beverage;27;55000;1485000;32.4
ORD010125;03/02/2026;CUST20050;Jember;-8.179.758;113.702.453;SKU-B;Beverage;22;55000;1210000;26.4
ORD010126;27/11/2025;CUST00465;Bogor;-6.600.848;10.681.827;SKU-C;Snack;26;15000;390000;5.2
ORD010127;26/02/2026;CUST29240;Bandung;-6.885.462;107.589.214;SKU-B;Beverage;10;55000;550000;12.0
ORD010128;09/12/2025;CUST17806;Depok;-6.383.545;10.675.135;SKU-D;PersonalCare;27;85000;2295000;40.5
ORD010129;24/11/2025;CUST09960;Cirebon;-6.725.446;108.590.906;SKU-D;PersonalCare;21;85000;1785000;31.5
ORD010130;29/01/2026;CUST08116;Semarang;-6.944.075;110.416.495;SKU-A;Powder;12;25000;300000;6.0
ORD010131;13/04/2026;CUST01892;Solo;-755.884;110.778.911;SKU-C;Snack;7;15000;105000;1.4
ORD010132;13/04/2026;CUST20026;Bogor;-6.548.904;10.679.453;SKU-B;Beverage;17;55000;935000;20.4
ORD010133;09/03/2026;CUST21048;Jakarta;-6.216.974;106.797.133;SKU-C;Snack;11;15000;165000;2.2
ORD010134;03/02/2026;CUST21730;Bandung;-689.981;107.570.368;SKU-B;Beverage;7;55000;385000;8.4
ORD010135;21/01/2026;CUST02265;Bogor;-6.587.293;106.768.945;SKU-A;Powder;15;25000;375000;7.5
ORD010136;11/01/2026;CUST06464;Bandung;-6.956.422;107.650.597;SKU-C;Snack;15;15000;225000;3.0
ORD010137;05/02/2026;CUST17306;Yogyakarta;-7.779.816;110.380.552;SKU-A;Powder;10;25000;250000;5.0
ORD010138;17/03/2026;CUST24838;Bogor;-6.545.759;106.822.805;SKU-A;Powder;8;25000;200000;4.0
ORD010139;20/11/2025;CUST16654;Surabaya;-7.240.985;112.722.884;SKU-D;PersonalCare;25;85000;2125000;37.5
ORD010140;24/04/2026;CUST08465;Solo;-7.559.389;110.862.082;SKU-C;Snack;24;15000;360000;4.8
ORD010141;14/03/2026;CUST10326;Cirebon;-6.716.581;108.512.856;SKU-A;Powder;39;25000;975000;19.5
ORD010142;18/02/2026;CUST02025;Solo;-7.582.272;110.868.021;SKU-C;Snack;13;15000;195000;2.6
ORD010143;25/03/2026;CUST06602;Yogyakarta;-7.831.296;110.386.315;SKU-D;PersonalCare;23;85000;1955000;34.5
ORD010144;04/12/2025;CUST01319;Yogyakarta;-7.814.327;110.351.144;SKU-B;Beverage;22;55000;1210000;26.4
ORD010145;27/01/2026;CUST20467;Jakarta;-6.182.434;10.682.116;SKU-A;Powder;22;25000;550000;11.0
ORD010146;22/02/2026;CUST03859;Malang;-7.959.502;112.633.234;SKU-B;Beverage;24;55000;1320000;28.8
ORD010147;01/12/2025;CUST19264;Semarang;-6.957.384;110.463.383;SKU-C;Snack;22;15000;330000;4.4
ORD010148;24/01/2026;CUST23221;Tangerang;-6.162.623;106.663.201;SKU-A;Powder;23;25000;575000;11.5
ORD010149;22/04/2026;CUST17597;Tangerang;-6.211.905;106.611.243;SKU-C;Snack;10;15000;150000;2.0
ORD010150;13/04/2026;CUST23533;Semarang;-6.956.637;110.405.102;SKU-C;Snack;29;15000;435000;5.8
ORD010151;28/03/2026;CUST17635;Surabaya;-7.226.675;112.759.934;SKU-A;Powder;9;25000;225000;4.5
ORD010152;11/01/2026;CUST11928;Solo;-755.667;110.806.114;SKU-C;Snack;9;15000;135000;1.8
ORD010153;08/03/2026;CUST02451;Jakarta;-6.238.455;10.687.645;SKU-C;Snack;35;15000;525000;7.0
ORD010154;13/12/2025;CUST00106;Bandung;-6.947.002;107.665.827;SKU-D;PersonalCare;31;85000;2635000;46.5
ORD010155;17/11/2025;CUST25121;Serang;-6.102.003;10.616.189;SKU-D;PersonalCare;23;85000;1955000;34.5
ORD010156;16/11/2025;CUST08149;Jakarta;-6.255.447;106.865.001;SKU-A;Powder;19;25000;475000;9.5
ORD010157;22/01/2026;CUST28331;Malang;-7.930.797;112.641.151;SKU-C;Snack;14;15000;210000;2.8
ORD010158;13/01/2026;CUST06496;Bandung;-6.941.703;107.634.708;SKU-D;PersonalCare;12;85000;1020000;18.0
ORD010159;01/01/2026;CUST24686;Surabaya;-7.251.457;112.741.931;SKU-C;Snack;8;15000;120000;1.6
ORD010160;18/04/2026;CUST21293;Jember;-8.165.803;113.663.887;SKU-B;Beverage;26;55000;1430000;31.2
ORD010161;07/11/2025;CUST20501;Jakarta;-6.163.653;10.688.042;SKU-A;Powder;20;25000;500000;10.0
ORD010162;07/11/2025;CUST01263;Jakarta;-6.194.547;106.842.076;SKU-D;PersonalCare;20;85000;1700000;30.0
ORD010163;16/11/2025;CUST23859;Jakarta;-6.210.299;106.839.715;SKU-D;PersonalCare;17;85000;1445000;25.5
ORD010164;07/12/2025;CUST27749;Bogor;-6.631.686;106.836.713;SKU-C;Snack;8;15000;120000;1.6
ORD010165;18/04/2026;CUST09350;Depok;-6.446.221;106.781.092;SKU-D;PersonalCare;7;85000;595000;10.5
ORD010166;20/04/2026;CUST26158;Tangerang;-6.152.629;106.606.194;SKU-D;PersonalCare;17;85000;1445000;25.5
ORD010167;03/04/2026;CUST01256;Jakarta;-6.249.961;106.835.989;SKU-A;Powder;30;25000;750000;15.0
ORD010168;22/11/2025;CUST01770;Cirebon;-6.696.348;108.527.849;SKU-B;Beverage;16;55000;880000;19.2
ORD010169;19/11/2025;CUST19084;Tangerang;-62.274;106.609.759;SKU-D;PersonalCare;21;85000;1785000;31.5
ORD010170;19/02/2026;CUST21173;Bandung;-694.447;107.587.288;SKU-A;Powder;5;25000;125000;2.5
ORD010171;16/12/2025;CUST04842;Bandung;-6.876.978;107.571;SKU-A;Powder;19;25000;475000;9.5
ORD010172;28/01/2026;CUST18153;Jember;-8.141.078;113.667.467;SKU-C;Snack;15;15000;225000;3.0
ORD010173;07/01/2026;CUST05461;Bogor;-660.263;106.821.216;SKU-D;PersonalCare;17;85000;1445000;25.5
ORD010174;04/04/2026;CUST22116;Bogor;-6.558.488;106.770.652;SKU-D;PersonalCare;42;85000;3570000;63.0
ORD010175;27/11/2025;CUST24624;Depok;-635.574;106.752.674;SKU-B;Beverage;10;55000;550000;12.0
ORD010176;26/03/2026;CUST28230;Semarang;-6.997.142;110.388.053;SKU-C;Snack;22;15000;330000;4.4
ORD010177;12/11/2025;CUST05921;Jember;-8.159.493;113.720.747;SKU-B;Beverage;5;55000;275000;6.0
ORD010178;11/04/2026;CUST16930;Jakarta;-6.210.421;106.819.215;SKU-A;Powder;26;25000;650000;13.0
ORD010179;19/12/2025;CUST21979;Surabaya;-7.223.081;112.782.218;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD010180;12/11/2025;CUST16371;Bandung;-6.962.237;107.614.946;SKU-A;Powder;24;25000;600000;12.0
ORD010181;03/03/2026;CUST27653;Depok;-6.354.171;106.795.521;SKU-B;Beverage;36;55000;1980000;43.2
ORD010182;31/01/2026;CUST00214;Surabaya;-7.262.481;112.750.911;SKU-A;Powder;16;25000;400000;8.0
ORD010183;01/11/2025;CUST05060;Depok;-6.451.304;106.773.504;SKU-A;Powder;22;25000;550000;11.0
ORD010184;17/11/2025;CUST14328;Surabaya;-7.236.879;112.794.039;SKU-B;Beverage;14;55000;770000;16.8
ORD010185;12/02/2026;CUST29976;Surabaya;-7.264.846;112.740.474;SKU-C;Snack;22;15000;330000;4.4
ORD010186;19/04/2026;CUST23225;Solo;-7.610.862;110.850.226;SKU-C;Snack;27;15000;405000;5.4
ORD010187;05/03/2026;CUST23298;Cirebon;-6.743.407;108.532.642;SKU-B;Beverage;9;55000;495000;10.8
ORD010188;15/04/2026;CUST02895;Jakarta;-6.174.804;106.891.882;SKU-A;Powder;22;25000;550000;11.0
ORD010189;28/12/2025;CUST15211;Semarang;-6.945.772;110.461.672;SKU-C;Snack;19;15000;285000;3.8
ORD010190;16/12/2025;CUST13965;Tangerang;-6.184.046;106.586.259;SKU-B;Beverage;25;55000;1375000;30.0
ORD010191;18/11/2025;CUST05416;Jember;-8.197.201;113.705.259;SKU-C;Snack;5;15000;75000;1.0
ORD010192;24/04/2026;CUST29210;Semarang;-6.964.603;110.390.558;SKU-C;Snack;21;15000;315000;4.2
ORD010193;30/01/2026;CUST26228;Tangerang;-6.199.101;106.626.414;SKU-D;PersonalCare;15;85000;1275000;22.5
ORD010194;22/01/2026;CUST23810;Malang;-7.934.201;112.645.606;SKU-A;Powder;20;25000;500000;10.0
ORD010195;26/03/2026;CUST05979;Surabaya;-7.249.612;112.745.564;SKU-C;Snack;24;15000;360000;4.8
ORD010196;10/12/2025;CUST05396;Jakarta;-6.204.868;106.801.073;SKU-C;Snack;15;15000;225000;3.0
ORD010197;16/12/2025;CUST26281;Yogyakarta;-7.831.258;110.348.229;SKU-C;Snack;22;15000;330000;4.4
ORD010198;02/02/2026;CUST16716;Bandung;-6.946.939;107.635.521;SKU-A;Powder;20;25000;500000;10.0
ORD010199;02/12/2025;CUST17592;Solo;-7.597.922;110.838.641;SKU-C;Snack;6;15000;90000;1.2
ORD010200;01/03/2026;CUST27650;Surabaya;-7.238.898;112.731.498;SKU-D;PersonalCare;38;85000;3230000;57.0
ORD010201;11/02/2026;CUST27030;Surabaya;-7.267.401;11.277.561;SKU-D;PersonalCare;20;85000;1700000;30.0
ORD010202;18/11/2025;CUST26757;Yogyakarta;-7.827.024;110.352.287;SKU-D;PersonalCare;16;85000;1360000;24.0
ORD010203;18/01/2026;CUST03150;Bekasi;-6.238.894;106.962.585;SKU-D;PersonalCare;19;85000;1615000;28.5
ORD010204;25/12/2025;CUST21421;Solo;-7.614.745;110.784.091;SKU-B;Beverage;10;55000;550000;12.0
ORD010205;17/04/2026;CUST14092;Surabaya;-7.246.072;11.270.416;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD010206;01/02/2026;CUST26984;Bandung;-6.924.865;107.583.506;SKU-B;Beverage;15;55000;825000;18.0
ORD010207;21/01/2026;CUST19132;Depok;-6.411.799;10.679.334;SKU-B;Beverage;20;55000;1100000;24.0
ORD010208;06/12/2025;CUST08779;Serang;-6.130.497;106.178.046;SKU-B;Beverage;21;55000;1155000;25.2
ORD010209;02/01/2026;CUST00259;Malang;-7.930.102;112.672.909;SKU-A;Powder;8;25000;200000;4.0
ORD010210;02/11/2025;CUST20138;Malang;-799.062;112.582.806;SKU-A;Powder;23;25000;575000;11.5
ORD010211;22/12/2025;CUST18865;Semarang;-6.975.833;110.424.321;SKU-C;Snack;8;15000;120000;1.6
ORD010212;17/11/2025;CUST05805;Bogor;-6.637.828;106.772.043;SKU-C;Snack;9;15000;135000;1.8
ORD010213;31/12/2025;CUST03186;Jember;-8.137.892;113.658.281;SKU-D;PersonalCare;29;85000;2465000;43.5
ORD010214;27/01/2026;CUST23211;Semarang;-6.937.791;110.440.559;SKU-D;PersonalCare;4;85000;340000;6.0
ORD010215;14/01/2026;CUST20370;Jember;-8.176.784;113.693.895;SKU-D;PersonalCare;4;85000;340000;6.0
ORD010216;29/03/2026;CUST23846;Cirebon;-6.759.575;108.546.282;SKU-B;Beverage;14;55000;770000;16.8
ORD010217;19/11/2025;CUST26437;Semarang;-6.989.406;110.378.653;SKU-B;Beverage;12;55000;660000;14.4
ORD010218;04/11/2025;CUST23382;Serang;-611.813;106.184.894;SKU-B;Beverage;27;55000;1485000;32.4
ORD010219;14/01/2026;CUST18703;Malang;-7.936.105;112.651.476;SKU-A;Powder;9;25000;225000;4.5
ORD010220;09/01/2026;CUST05855;Tangerang;-6.130.416;106.591.465;SKU-D;PersonalCare;23;85000;1955000;34.5
ORD010221;24/04/2026;CUST08763;Surabaya;-730.325;112.711.026;SKU-D;PersonalCare;8;85000;680000;12.0
ORD010222;30/12/2025;CUST26873;Surabaya;-7.255.769;112.790.407;SKU-A;Powder;22;25000;550000;11.0
ORD010223;19/01/2026;CUST28400;Surabaya;-7.212.603;112.740.234;SKU-B;Beverage;4;55000;220000;4.8
ORD010224;21/02/2026;CUST16009;Bogor;-6.560.754;106.812.923;SKU-B;Beverage;24;55000;1320000;28.8
ORD010225;21/12/2025;CUST08097;Bekasi;-6.203.079;106.941.343;SKU-C;Snack;24;15000;360000;4.8
ORD010226;16/03/2026;CUST19473;Surabaya;-7.278.011;112.726.656;SKU-B;Beverage;32;55000;1760000;38.4
ORD010227;22/11/2025;CUST23134;Bandung;-6.891.119;10.759.112;SKU-C;Snack;24;15000;360000;4.8
ORD010228;05/01/2026;CUST03113;Depok;-6.368.794;106.814.329;SKU-B;Beverage;14;55000;770000;16.8
ORD010229;11/01/2026;CUST23025;Bandung;-6.884.059;107.599.329;SKU-C;Snack;13;15000;195000;2.6
ORD010230;28/04/2026;CUST21021;Tangerang;-6.130.658;10.659.837;SKU-B;Beverage;20;55000;1100000;24.0
ORD010231;18/03/2026;CUST18715;Yogyakarta;-7.785.949;110.380.897;SKU-B;Beverage;16;55000;880000;19.2
ORD010232;21/12/2025;CUST19292;Semarang;-7.015.168;110.372.528;SKU-D;PersonalCare;26;85000;2210000;39.0
ORD010233;18/04/2026;CUST14832;Depok;-6.410.322;106.811.761;SKU-D;PersonalCare;28;85000;2380000;42.0
ORD010234;25/02/2026;CUST02785;Jakarta;-6.228.811;106.868.075;SKU-D;PersonalCare;27;85000;2295000;40.5
ORD010235;17/04/2026;CUST14186;Jakarta;-6.197.126;106.826.023;SKU-A;Powder;29;25000;725000;14.5
ORD010236;25/01/2026;CUST15437;Surabaya;-7.249.311;112.752.482;SKU-B;Beverage;16;55000;880000;19.2
ORD010237;16/11/2025;CUST21410;Bogor;-6.570.917;106.782.095;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD010238;19/04/2026;CUST13775;Bandung;-6.924.363;107.652.277;SKU-C;Snack;25;15000;375000;5.0
ORD010239;26/12/2025;CUST24380;Surabaya;-729.762;112.721.452;SKU-D;PersonalCare;19;85000;1615000;28.5
ORD010240;01/12/2025;CUST28216;Surabaya;-7.270.121;112.729.825;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD010241;21/02/2026;CUST15689;Semarang;-6.992.069;110.422.584;SKU-A;Powder;16;25000;400000;8.0
ORD010242;11/01/2026;CUST04373;Semarang;-6.949.926;110.390.649;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD010243;18/11/2025;CUST13873;Yogyakarta;-7.805.252;110.415.383;SKU-C;Snack;17;15000;255000;3.4
ORD010244;03/12/2025;CUST27776;Tangerang;-6.133.958;106.660.316;SKU-C;Snack;6;15000;90000;1.2
ORD010245;19/04/2026;CUST20189;Bandung;-6.946.617;107.584.053;SKU-B;Beverage;23;55000;1265000;27.6
ORD010246;11/11/2025;CUST17232;Semarang;-6.986.438;110.367.908;SKU-A;Powder;18;25000;450000;9.0
ORD010247;25/01/2026;CUST00299;Tangerang;-6.220.865;106.671.207;SKU-B;Beverage;19;55000;1045000;22.8
ORD010248;15/03/2026;CUST28876;Bekasi;-6.259.634;1.069.258;SKU-D;PersonalCare;39;85000;3315000;58.5
ORD010249;11/12/2025;CUST16649;Depok;-6.372.594;10.681.778;SKU-C;Snack;7;15000;105000;1.4
ORD010250;20/03/2026;CUST16869;Solo;-7.586.263;110.830.662;SKU-C;Snack;25;15000;375000;5.0
ORD010251;15/03/2026;CUST07901;Bandung;-6.911.954;107.584.724;SKU-D;PersonalCare;30;85000;2550000;45.0
ORD010252;14/12/2025;CUST22313;Solo;-761.051;110.797.946;SKU-A;Powder;10;25000;250000;5.0
ORD010253;07/12/2025;CUST01871;Surabaya;-7.244.523;112.754.578;SKU-A;Powder;22;25000;550000;11.0
ORD010254;05/03/2026;CUST25827;Bekasi;-6.221.233;106.969.969;SKU-C;Snack;8;15000;120000;1.6
ORD010255;14/01/2026;CUST11015;Semarang;-6.922.852;1.103.678;SKU-A;Powder;16;25000;400000;8.0
ORD010256;13/01/2026;CUST05131;Malang;-7.945.534;112.587.909;SKU-D;PersonalCare;16;85000;1360000;24.0
ORD010257;18/03/2026;CUST28473;Depok;-6.383.831;106.830.948;SKU-B;Beverage;24;55000;1320000;28.8
ORD010258;26/12/2025;CUST05412;Depok;-6.386.102;106.760.881;SKU-B;Beverage;12;55000;660000;14.4
ORD010259;27/02/2026;CUST16864;Malang;-7.961.842;112.586.731;SKU-A;Powder;12;25000;300000;6.0
ORD010260;11/11/2025;CUST21339;Bandung;-6.899.092;10.756.929;SKU-C;Snack;9;15000;135000;1.8
ORD010261;20/12/2025;CUST06678;Kediri;-7.841.272;111.976.222;SKU-B;Beverage;30;55000;1650000;36.0
ORD010262;28/03/2026;CUST21233;Depok;-6.404.524;106.803.676;SKU-D;PersonalCare;31;85000;2635000;46.5
ORD010263;31/12/2025;CUST16648;Yogyakarta;-7.836.082;110.360.188;SKU-D;PersonalCare;16;85000;1360000;24.0
ORD010264;03/01/2026;CUST07007;Bekasi;-6.219.178;106.986.762;SKU-D;PersonalCare;11;85000;935000;16.5
ORD010265;13/12/2025;CUST09987;Malang;-7.951.609;112.639.841;SKU-B;Beverage;13;55000;715000;15.6
ORD010266;13/12/2025;CUST09069;Jakarta;-6.188.082;106.861.581;SKU-B;Beverage;8;55000;440000;9.6
ORD010267;01/02/2026;CUST13852;Bandung;-6.915.564;10.757.349;SKU-A;Powder;7;25000;175000;3.5
ORD010268;19/02/2026;CUST24137;Bandung;-6.887.538;107.646.356;SKU-A;Powder;19;25000;475000;9.5
ORD010269;11/03/2026;CUST27796;Solo;-762.502;110.785.302;SKU-D;PersonalCare;26;85000;2210000;39.0
ORD010270;27/11/2025;CUST29197;Surabaya;-7.248.608;112.795.645;SKU-B;Beverage;8;55000;440000;9.6
ORD010271;27/02/2026;CUST06640;Bandung;-6.896.896;107.664.615;SKU-B;Beverage;22;55000;1210000;26.4
ORD010272;29/03/2026;CUST19307;Jember;-8.182.006;113.720.495;SKU-B;Beverage;19;55000;1045000;22.8
ORD010273;15/02/2026;CUST21542;Tangerang;-6.221.963;106.616.545;SKU-B;Beverage;17;55000;935000;20.4
ORD010274;24/04/2026;CUST29882;Tangerang;-6.217.622;106.645.667;SKU-B;Beverage;16;55000;880000;19.2
ORD010275;20/04/2026;CUST21524;Bekasi;-623.588;106.953.101;SKU-A;Powder;17;25000;425000;8.5
ORD010276;18/01/2026;CUST07771;Semarang;-6.920.246;11.044.672;SKU-B;Beverage;6;55000;330000;7.2
ORD010277;04/03/2026;CUST24556;Surabaya;-7.278.298;112.709.607;SKU-B;Beverage;31;55000;1705000;37.2
ORD010278;06/04/2026;CUST28703;Jember;-8.158.544;113.673.887;SKU-C;Snack;11;15000;165000;2.2
ORD010279;10/12/2025;CUST18392;Yogyakarta;-7.808.013;110.380.286;SKU-D;PersonalCare;8;85000;680000;12.0
ORD010280;17/04/2026;CUST06636;Bandung;-6.888.053;107.630.976;SKU-C;Snack;36;15000;540000;7.2
ORD010281;07/03/2026;CUST29047;Jember;-8.200.655;113.722.334;SKU-A;Powder;27;25000;675000;13.5
ORD010282;15/11/2025;CUST09218;Tangerang;-6.137.639;106.651.706;SKU-D;PersonalCare;25;85000;2125000;37.5
ORD010283;27/04/2026;CUST04763;Semarang;-6.929.371;110.404.756;SKU-D;PersonalCare;24;85000;2040000;36.0
ORD010284;07/11/2025;CUST07436;Tangerang;-6.131.383;10.663.347;SKU-D;PersonalCare;9;85000;765000;13.5
ORD010285;25/11/2025;CUST03376;Solo;-7.559.993;110.795.065;SKU-C;Snack;26;15000;390000;5.2
ORD010286;30/03/2026;CUST20576;Cirebon;-6.698.822;108.552.721;SKU-A;Powder;8;25000;200000;4.0
ORD010287;03/02/2026;CUST09257;Yogyakarta;-7.813.291;110.332.164;SKU-B;Beverage;24;55000;1320000;28.8
ORD010288;24/02/2026;CUST23969;Tangerang;-6.163.293;10.666.169;SKU-C;Snack;13;15000;195000;2.6
ORD010289;19/01/2026;CUST25766;Solo;-7.538.269;110.865.949;SKU-A;Powder;11;25000;275000;5.5
ORD010290;23/04/2026;CUST25232;Depok;-638.157;106.756.087;SKU-D;PersonalCare;32;85000;2720000;48.0
ORD010291;04/04/2026;CUST25463;Solo;-7.533.882;11.086.899;SKU-A;Powder;13;25000;325000;6.5
ORD010292;09/12/2025;CUST27130;Malang;-7.958.509;112.657.014;SKU-A;Powder;28;25000;700000;14.0
ORD010293;23/11/2025;CUST16245;Kediri;-783.419;111.994.233;SKU-C;Snack;24;15000;360000;4.8
ORD010294;28/01/2026;CUST28000;Serang;-6.166.279;106.128.764;SKU-B;Beverage;10;55000;550000;12.0
ORD010295;24/02/2026;CUST22727;Jakarta;-6.246.997;106.864.802;SKU-C;Snack;7;15000;105000;1.4
ORD010296;16/03/2026;CUST15460;Jember;-8.153.001;113.706.572;SKU-A;Powder;21;25000;525000;10.5
ORD010297;13/04/2026;CUST27601;Malang;-8.003.993;112.624.091;SKU-D;PersonalCare;17;85000;1445000;25.5
ORD010298;30/12/2025;CUST17504;Kediri;-7.825.184;11.197.553;SKU-D;PersonalCare;27;85000;2295000;40.5
ORD010299;26/02/2026;CUST28984;Jakarta;-6.170.263;106.864.153;SKU-D;PersonalCare;13;85000;1105000;19.5
ORD010300;08/12/2025;CUST28108;Surabaya;-7.294.243;112.720.875;SKU-A;Powder;11;25000;275000;5.5
ORD010301;13/01/2026;CUST08511;Depok;-6.429.464;106.832.053;SKU-D;PersonalCare;9;85000;765000;13.5
ORD010302;12/12/2025;CUST12952;Bekasi;-6.196.921;106.972.411;SKU-A;Powder;12;25000;300000;6.0
ORD010303;19/11/2025;CUST14366;Surabaya;-7.262.958;112.791.284;SKU-A;Powder;22;25000;550000;11.0
ORD010304;19/04/2026;CUST11218;Yogyakarta;-7.802.228;110.325.334;SKU-A;Powder;18;25000;450000;9.0
